,KGISWardID,KGISWardNa,date,mean,year,month,day
291,5106,Bellanduru,2019-01-25,0.3426892728738199,2019,1,25
292,5107,Doddakanahalli,2019-01-25,0.2799847373620207,2019,1,25
293,5110,C V Raman Nagar,2019-01-25,0.2991344104262046,2019,1,25
294,5111,Lal Bahadur Nagar,2019-01-25,0.3037377184083978,2019,1,25
295,5114,New Bayappanahalli,2019-01-25,0.3233682747962793,2019,1,25
296,5115,Hoysala Nagar,2019-01-25,0.2822673412300029,2019,1,25
297,5118,Old Thippasandra,2019-01-25,0.2776709081909968,2019,1,25
298,5119,New Thippasandra,2019-01-25,0.3008871711284451,2019,1,25
299,5122,Jalakanteshwara Nagara,2019-01-25,0.2795304624780936,2019,1,25
300,5123,Jeevanbhima Nagar,2019-01-25,0.2820481318962967,2019,1,25
301,5126,Konena Agrahara,2019-01-25,0.2728657869307972,2019,1,25
302,5127,Ramaswamy Palya,2019-01-25,0.2910971378503732,2019,1,25
303,5130,Jayamahal,2019-01-25,0.2696000351977303,2019,1,25
304,5131,Vasanth Nagar,2019-01-25,0.3127218970373169,2019,1,25
305,5134,Sampangiram Nagar,2019-01-25,0.3122252441171855,2019,1,25
306,5135,Bharathi Nagar,2019-01-25,0.2591757693203572,2019,1,25
307,5138,Ulsoor,2019-01-25,0.2862535191305478,2019,1,25
308,5139,Dattatreya Temple,2019-01-25,0.1999138414780771,2019,1,25
309,5142,Gandhinagar,2019-01-25,0.2541801062084994,2019,1,25
310,5143,Subhash Nagar,2019-01-25,0.2212181168243276,2019,1,25
311,5146,Okalipuram,2019-01-25,0.2176210759367887,2019,1,25
312,5147,Binnipete,2019-01-25,0.1857697327456527,2019,1,25
313,5150,Cottonpete,2019-01-25,0.187581706812431,2019,1,25
314,5151,Chickpete,2019-01-25,0.2352500240937677,2019,1,25
315,5154,Dayananda Nagar,2019-01-25,0.2075009079497388,2019,1,25
316,5155,Prakash Nagar,2019-01-25,0.2157912265419261,2019,1,25
317,5158,Rajaji Nagar,2019-01-25,0.2172151799919773,2019,1,25
318,5159,Sriramamandir,2019-01-25,0.2192725369729928,2019,1,25
319,5162,Shivanagara,2019-01-25,0.22271107439932,2019,1,25
320,5163,Basaveshwara Nagar,2019-01-25,0.2199644738134753,2019,1,25
321,5166,Kamakshipalya,2019-01-25,0.2100835066791749,2019,1,25
322,5167,Dr. Raj Kumar Ward,2019-01-25,0.2042305431643411,2019,1,25
323,5170,Agrahara Dasarahalli,2019-01-25,0.2091044846457823,2019,1,25
324,5171,Govindaraja Nagar,2019-01-25,0.2015126992964347,2019,1,25
325,5174,Kaveripura,2019-01-25,0.2106485912413996,2019,1,25
326,5175,Marenahalli,2019-01-25,0.1907401628245422,2019,1,25
327,5178,Maruthi Mandir ward,2019-01-25,0.1907430071414433,2019,1,25
328,5179,Mudalapalya,2019-01-25,0.2003334519326907,2019,1,25
329,5182,Nagarabhavi,2019-01-25,0.247402661756547,2019,1,25
330,5183,Chandra Layout,2019-01-25,0.3048457264791378,2019,1,25
331,5186,Nayandahalli,2019-01-25,0.2316035250875475,2019,1,25
332,5187,Kempapura Agrahara,2019-01-25,0.1904301583759971,2019,1,25
333,5190,Vijayanagar,2019-01-25,0.1933447844332131,2019,1,25
334,5191,Hosahalli,2019-01-25,0.1915765093893808,2019,1,25
335,5194,Hampi Nagar,2019-01-25,0.2002450352364314,2019,1,25
336,5195,Bapuji Nagar,2019-01-25,0.1987137576090866,2019,1,25
337,5198,Attiguppe,2019-01-25,0.2100536412795137,2019,1,25
338,5199,Gali Anjenaya Temple ward,2019-01-25,0.2039417658374917,2019,1,25
339,5202,Veerabhadranagar,2019-01-25,0.2072723118611892,2019,1,25
340,5203,Avalahalli,2019-01-25,0.1945645040590391,2019,1,25
341,5206,Chamrajapet,2019-01-25,0.2185906071020444,2019,1,25
342,5207,Chalavadipalya,2019-01-25,0.2156609835382115,2019,1,25
343,5210,Jagajivanaram Nagar,2019-01-25,0.1941258763005028,2019,1,25
344,5211,Padarayanapura,2019-01-25,0.1950833176763404,2019,1,25
345,5214,Devaraj Urs Nagar,2019-01-25,0.1816605061179465,2019,1,25
